title,product_url,brand,price,rating,review_count,shipping
"ONEBOOM Gaming Series 2.5 inch SATA SSD 1TB Solid State Drive Internal 560MB/s SATA III 3D NAND Flash For PC, Laptop, Desktop 1TB",https://www.newegg.com/oneboom-512gb-s5-sata/p/0D9-010Y-00013?Item=9SIC05YKGB8239&cm_sp=SP-_-2949981-_-0-_-6-_-9SIC05YKGB8239-_-2tb ssd-_-2tb|ssd-_-30,ONEBOOM,89.99,5.0,1.0,Free Shipping
"SAMSUNG 860 EVO Series 2.5"" 2TB SATA III Samsung V-NAND 3-bit MLC Internal Solid State Drive (SSD) MZ-76E2T0B/AM",https://www.newegg.com/samsung-860-evo-series-2tb/p/N82E16820147671,SAMSUNG,302.99,4.7,2510.0,Free Shipping
Corsair MP700 PRO XT M.2 2280 2TB PCI-Express 5.0 x4 3D NAND TLC Internal Solid State Drive (SSD) CSSD-F20GBMP700PXNH,https://www.newegg.com/corsair-2tb-mp700-pro-xt-nvme-2-0/p/N82E16820982300,Corsair,249.99,,,Free Shipping
KingSpec XG 7000 4TB M.2 2280 PCIe Gen 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player Non-Heatsink,https://www.newegg.com/kingspec-4tb-xg-7000-series/p/0D9-000D-00175?Item=9SIB1V8K0E4237&cm_sp=SP-_-2108756-_-0-_-6-_-9SIB1V8K0E4237-_-2tb ssd-_-2tb|ssd-_-33,KingSpec,299.99,4.1,221.0,Free Shipping
KingSpec XG 7000 512GB M.2 2280 PCIe Gen 4.0x4 NVME 1.4 Speed up to 7400MB/s Write Speed Up to 6600MB/s Internal Solid State Drive for PS5 PC Desktop Laptop Game-Player Non-Heatsink,https://www.newegg.com/kingspec-512gb-xg-7000-series/p/0D9-000D-00173?Item=9SIB1V8JVN5930&cm_sp=SP-_-2108756-_-0-_-6-_-9SIB1V8JVN5930-_-2tb ssd-_-2tb|ssd-_-34,KingSpec,69.99,4.1,221.0,Free Shipping
"SSK 2TB External SSD USB C Drive Up to 2000MB/s, Portable SSD USB 3.2 Gen 2X2 Memory Stick, External Solid State Drives Ultra-Low Power Supports iPhone 15/16 Pro ProRes Mac/WTG/Android, Zinc Alloy",https://www.newegg.com/p/2CR-008Z-00034,SSK,186.99,,,Free Shipping
"Crucial P3 Plus 2TB PCIe 4.0 3D NAND NVMe M.2 SSD, up to 5000MB/s - CT2000P3PSSD8",https://www.newegg.com/crucial-2tb-p3-plus-nvme/p/N82E16820156301,Crucial,254.0,4.7,371.0,Free Shipping
"Crucial P310 2TB PCIe Gen4 2230 NVMe M.2 SSD - Up to 7,100 MB/s - Uplevel Your Console - Internal Solid State Drive (PC) - CT2000P310SSD2",https://www.newegg.com/crucial-2tb-p310/p/N82E16820156408,Crucial,225.0,4.8,20.0,Free Shipping
"ONEBOOM Gaming Series 2.5 inch SATA SSD 2TB Solid State Drive Internal 560MB/s SATA III 3D NAND Flash For PC, Laptop, Desktop 2TB",https://www.newegg.com/oneboom-512gb-s5-sata/p/0D9-010Y-00015,ONEBOOM,169.99,5.0,1.0,Free Shipping
"SAMSUNG SSD 9100 PRO 2TB, PCIe 5.0x4 M.2 2280, Seq. Read Speeds Up to 14,700MB/s, MZ-VAP2T0BW AI Computing, Gaming, and Heavy Duty Workstations MZ-VAP2T0",https://www.newegg.com/p/0D9-0009-00CX3,SAMSUNG,220.0,,,Free Shipping
